,e,r,roll_avg_r,roll_std_r,upper_r,lower_r
748,748,116.0,133.14,16.507277306738242,165.49426352120693,100.78573647879304
749,749,126.0,132.22,15.551481325857488,162.70090339868068,101.73909660131932
750,750,147.0,131.84,14.92889268280192,161.10062965829178,102.57937034170824
751,751,147.0,131.52,14.409803918843403,159.7632156809331,103.27678431906693
752,752,161.0,131.58,14.528072754467694,160.0550225987567,103.10497740124333
753,753,172.0,132.26,15.591481190515815,162.81930313341098,101.700696866589
754,754,159.0,133.04,15.937326229542439,164.27715940990316,101.80284059009682
755,755,165.0,133.74,16.557642048432022,166.19297841492676,101.28702158507325
756,756,171.0,134.48,17.376080204270135,168.53711720036944,100.42288279963053
757,757,178.0,135.46,18.411631195123054,171.5467971424412,99.37320285755882
758,758,206.0,136.68,20.908391050639278,177.660446459253,95.69955354074702
759,759,164.0,137.54,21.133405223163933,178.9614742374013,96.1185257625987
760,760,187.0,138.84,22.13350954769444,182.2216787134811,95.4583212865189
761,761,215.0,140.86,24.320991185492822,188.52914272356594,93.19085727643409
762,762,206.0,142.32,25.97443012672433,193.2298830483797,91.41011695162031
763,763,206.0,143.88,27.400014896464047,197.58402919706953,90.17597080293046
764,764,296.0,147.1,34.79693277592388,215.3019882408108,78.89801175918919
765,765,237.0,149.68,36.575580121501964,221.36813703814386,77.99186296185616
766,766,250.0,152.12,39.08318705279805,228.72304662348418,75.51695337651583
767,767,301.0,155.94,43.91755262501939,242.018403145038,69.861596854962
768,768,290.0,159.24,47.59075540480438,252.51788059341658,65.96211940658343
769,769,236.0,161.58,48.440617970745095,256.5236112226604,66.63638877733963
770,770,296.0,164.46,52.008715910048785,266.3970831836956,62.52291681630439
771,771,270.0,167.14,53.929284763493364,272.84139813644697,61.43860186355299
772,772,339.0,171.44,58.77322727992632,286.6355254686556,56.24447453134442
773,773,417.0,177.24,67.89895253317208,310.3219469650173,44.15805303498274
774,774,429.0,183.08,76.39340713085873,332.81107797648315,33.348922023516906
775,775,386.0,188.58,80.86650374890299,347.0783473478499,30.081652652150154
776,776,343.0,193.0,83.16028290633176,355.99415449641026,30.005845503589768
777,777,448.0,199.32,90.14420193699122,376.0026357965028,22.637364203497185
778,778,309.0,203.14,90.6732213016853,380.8595137513032,25.42048624869679
779,779,456.0,209.72,96.76777166315739,399.38483245978847,20.055167540211528
780,780,479.0,216.92,103.06780807422071,418.9329038254726,14.907096174527396
781,781,441.0,223.38,106.7961800891425,432.7005129747193,14.059487025280703
782,782,451.0,229.24,111.08786006157975,446.9722057206963,11.50779427930371
783,783,451.0,235.9,114.22056178593141,459.7723011004256,12.02769889957446
784,784,500.0,242.96,119.40532241239525,476.9944319282947,8.925568071705328
785,785,500.0,249.82,124.1256259617975,493.1062268851231,6.533773114876908
786,786,500.0,256.8,128.20105383374008,508.07406551413055,5.52593448586947
787,787,362.0,261.6,127.54222990117098,511.5827706062952,11.61722939370489
788,788,500.0,268.98,130.47315620385598,524.7073861595577,13.252613840442308
789,789,353.0,273.52,129.34091008033016,527.0281837574471,20.011816242552868
790,790,479.0,280.84,130.42322943214558,536.4695296870053,25.21047031299466
791,791,485.0,287.3,132.40109901510652,546.8061540696087,27.793845930391228
792,792,270.0,290.24,130.29363384451307,545.6155223352456,34.86447766475439
793,793,249.0,292.14,128.95213635061512,544.8861872472056,39.39381275279436
794,794,271.0,295.12,126.64100635179662,543.3363724495214,46.90362755047863
795,795,279.0,297.78,124.82874636223508,542.4443428699807,53.11565713001923
796,796,248.0,300.04,122.82839530775213,540.7836548031942,59.296345196805845
797,797,363.0,304.2,121.32903483452517,542.0049082756693,66.39509172433065
798,798,345.0,308.78,118.36579242469676,540.7769531524057,76.7830468475943
799,799,313.0,312.52,115.3895337099331,538.6834860714689,86.35651392853111
800,800,289.0,315.36,112.95434512063943,536.7505164364533,93.96948356354673
801,801,320.0,318.82,110.31063560024701,535.0288457764841,102.61115422351585
802,802,300.0,321.6,107.97902290609491,533.2388848959461,109.96111510405399
803,803,325.0,324.66,105.79892557611863,532.0258941291926,117.2941058708075
804,804,414.0,329.76,103.77714741950886,533.1632089422374,126.35679105776262
805,805,287.0,332.2,101.22716421746719,530.6052418662357,133.7947581337643
806,806,410.0,336.98,99.07994916495707,531.1767003633158,142.78329963668415
807,807,252.0,338.46,97.19141853442905,528.9551803274809,147.96481967251904
808,808,407.0,342.48,95.7469539132882,530.1440296700449,154.81597032995515
809,809,392.0,347.04,92.44567295974137,528.2335190010931,165.84648099890694
810,810,336.0,350.02,89.53724341961582,525.512997102447,174.527002897553
811,811,253.0,350.78,88.52332564738705,524.2857182688786,177.27428173112136
812,812,420.0,355.06,86.531440552446,524.6616234827942,185.45837651720583
813,813,350.0,357.94,83.82304247031036,522.2331632418083,193.6468367581917
814,814,500.0,362.02,85.6905895816863,529.9735555801051,194.06644441989485
815,815,423.0,365.74,84.17639642016981,530.7257369835329,200.75426301646718
816,816,344.0,367.62,82.5731314703287,529.4633376818442,205.77666231815576
817,817,396.0,369.52,82.10054562447557,530.4370694239722,208.60293057602786
818,818,500.0,373.72,83.31206150274159,537.0116405453736,210.42835945462653
819,819,500.0,379.0,82.76965824824018,541.2285301665507,216.77146983344926
820,820,500.0,383.08,83.61838485473243,546.9720343152756,219.18796568472445
821,821,500.0,387.68,83.59705101721812,551.5302199937476,223.8297800062525
822,822,500.0,390.9,84.77611571615101,557.0611868036559,224.738813196344
823,823,409.0,390.74,84.73338979964531,556.8174440073049,224.66255599269522
824,824,500.0,392.16,85.97350327459026,560.668066418197,223.65193358180312
825,825,500.0,394.44,87.3080775653841,565.5638320281528,223.31616797184716
826,826,500.0,397.58,88.23856577367845,570.5275889164097,224.63241108359023
827,827,500.0,398.62,89.14672381723737,573.3475786817853,223.89242131821476
828,828,500.0,402.44,89.32014421878844,577.5074826688253,227.37251733117466
829,829,500.0,403.32,90.07217967286162,579.8614721588087,226.77852784119122
830,830,500.0,403.74,90.48030792635953,581.0814035356647,226.39859646433533
831,831,500.0,404.92,91.35663241228927,583.978999528087,225.86100047191306
832,832,500.0,405.9,92.12065070175169,586.4564753754332,225.34352462456667
833,833,500.0,406.88,92.86783235175754,588.9009514094448,224.8590485905552
834,834,500.0,406.88,92.86783235175754,588.9009514094448,224.8590485905552
835,835,500.0,406.88,92.86783235175754,588.9009514094448,224.8590485905552
836,836,500.0,406.88,92.86783235175754,588.9009514094448,224.8590485905552
837,837,500.0,409.64,93.55490802906274,593.007619736963,226.272380263037
838,838,500.0,409.64,93.55490802906274,593.007619736963,226.272380263037
839,839,500.0,412.58,94.0471201915635,596.9123555754644,228.24764442453554
840,840,500.0,413.0,94.39603934963489,598.0162371252844,227.9837628747156
841,841,500.0,413.3,94.65301832245434,598.8199159120105,227.7800840879895
842,842,500.0,417.9,93.12319029881026,600.4214529856681,235.37854701433187
843,843,500.0,422.92,90.56260434706097,600.4227045202394,245.41729547976053
844,844,500.0,427.5,88.4896511878468,600.9397163281798,254.06028367182026
845,845,500.0,431.92,86.41589989754141,601.2951637991812,262.54483620081885
846,846,500.0,436.96,82.74079515978394,599.1319585131765,274.78804148682343
847,847,500.0,439.7,82.50967784917941,601.4189685843917,277.98103141560836
848,848,500.0,442.8,81.78767932760883,603.1038514821133,282.4961485178867
849,849,500.0,446.54,79.98678717418792,603.3141028614084,289.7658971385917
850,850,500.0,450.76,77.01644669305605,601.7122355183899,299.8077644816101
851,851,500.0,454.36,74.95897109044807,601.2795833372783,307.44041666272176
852,852,500.0,458.36,71.8245481314402,599.1361143376228,317.58388566237727
853,853,500.0,461.86,69.41681558321542,597.9169585431023,325.80304145689774
854,854,500.0,463.58,69.27204283379552,599.3532039542392,327.80679604576073
855,855,500.0,467.84,64.58197132643149,594.4206637998057,341.2593362001943
856,856,500.0,469.64,64.1900113025404,595.4524221529791,343.8275778470208
857,857,500.0,474.6,56.10158424770103,584.559105125494,364.640894874506
858,858,500.0,476.46,55.35127526506723,584.9484995195318,367.9715004804682
859,859,500.0,478.62,54.080774810291764,584.6183186281719,372.6216813718281
860,860,500.0,481.9,50.07963046743614,580.0560757161747,383.74392428382515
861,861,500.0,486.84,37.68903916882526,560.7105167708975,412.9694832291025
862,862,500.0,488.44,36.47205248193136,559.9252228645854,416.95477713541453
863,863,500.0,491.44,30.538807696274947,551.2960630846989,431.5839369153011
864,864,500.0,491.44,30.538807696274947,551.2960630846989,431.5839369153011
865,865,500.0,492.98,28.915422055590327,549.6542272289571,436.305772771043
866,866,500.0,496.1,19.34461903771033,534.0154533139123,458.1845466860878
867,867,500.0,498.18,12.86934341758972,523.4039130984759,472.95608690152415
868,868,500.0,498.18,12.86934341758972,523.4039130984759,472.95608690152415
869,869,500.0,498.18,12.86934341758972,523.4039130984759,472.95608690152415
870,870,500.0,498.18,12.86934341758972,523.4039130984759,472.95608690152415
871,871,500.0,498.18,12.86934341758972,523.4039130984759,472.95608690152415
872,872,500.0,498.18,12.86934341758972,523.4039130984759,472.95608690152415
873,873,145.0,492.9,50.204581464243454,591.3009796699172,394.49902033008283
874,874,500.0,492.9,50.204581464243454,591.3009796699172,394.49902033008283
875,875,445.0,491.8,50.64643348242454,591.0670096255521,392.5329903744479
876,876,421.0,490.22,51.608530381741375,591.3727195482131,389.0672804517869
877,877,195.0,484.12,66.34899688582306,614.1640338962131,354.0759661037868
878,878,449.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
879,879,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
880,880,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
881,881,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
882,882,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
883,883,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
884,884,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
885,885,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
886,886,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
887,887,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
888,888,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
889,889,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
890,890,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
891,891,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
892,892,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
893,893,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
894,894,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
895,895,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
896,896,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
897,897,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
898,898,500.0,483.1,66.49175182851137,613.4238335838822,352.77616641611775
899,899,495.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
900,900,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
901,901,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
902,902,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
903,903,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
904,904,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
905,905,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
906,906,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
907,907,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
908,908,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
909,909,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
910,910,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
911,911,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
912,912,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
913,913,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
914,914,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
915,915,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
916,916,500.0,483.0,66.4695726000439,613.2803622960861,352.7196377039139
917,917,335.0,479.7,69.62911952419145,616.1730742674152,343.22692573258473
918,918,500.0,479.7,69.62911952419145,616.1730742674152,343.22692573258473
919,919,324.0,476.18,72.95139281936684,619.164729925959,333.195270074041
920,920,279.0,471.76,77.99909994247746,624.6382358872559,318.8817641127442
921,921,239.0,466.54,84.53068758064727,632.2201476580686,300.8598523419314
922,922,220.0,460.94,91.27451529784747,639.838049983781,282.04195001621895
923,923,255.0,463.14,84.58446086845984,628.9255433021813,297.3544566978187
924,924,178.0,456.7,93.50810289018968,639.9758816647718,273.42411833522823
925,925,228.0,452.36,98.94025408068684,646.2828979981462,258.4371020018538
926,926,147.0,446.88,107.89538394922587,658.3549525404827,235.40504745951728
927,927,197.0,446.92,107.8004278511816,658.208838588316,235.6311614116841
928,928,150.0,440.94,115.68737076752107,667.6872467043413,214.1927532956587
929,929,199.0,434.92,120.29128592457396,670.6909204121649,199.14907958783508
930,930,209.0,429.1,124.05894747650991,672.2555370539594,185.9444629460406
931,931,222.0,423.54,127.01104081848858,672.4816400042376,174.5983599957624
932,932,208.0,417.7,130.09921645593732,672.6944642536371,162.70553574636284
933,933,212.0,411.94,132.7299560178095,672.0907137949066,151.78928620509333
934,934,239.0,406.72,134.31884697636843,669.9849400736821,143.45505992631792
935,935,251.0,401.74,135.4014153002323,667.1267739884553,136.35322601154473
936,936,395.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
937,937,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
938,938,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
939,939,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
940,940,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
941,941,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
942,942,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
943,943,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
944,944,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
945,945,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
946,946,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
947,947,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
948,948,500.0,399.64,134.6585644494686,663.5707863209584,135.7092136790415
949,949,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
950,950,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
951,951,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
952,952,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
953,953,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
954,954,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
955,955,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
956,956,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
957,957,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
958,958,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
959,959,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
960,960,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
961,961,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
962,962,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
963,963,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
964,964,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
965,965,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
966,966,500.0,399.74,134.73266197949732,663.8160174798147,135.66398252018524
967,967,500.0,403.04,135.13469621991544,667.9040045910342,138.17599540896578
968,968,500.0,403.04,135.13469621991544,667.9040045910342,138.17599540896578
969,969,500.0,406.56,135.32593458546083,671.7988317875032,141.3211682124968
970,970,500.0,410.98,134.68216402375742,674.9570414865645,147.0029585134355
971,971,500.0,416.2,132.9270169556759,676.7369532331247,155.66304676687525
972,972,500.0,421.8,130.36604666265228,677.3174514587985,166.28254854120155
973,973,500.0,426.7,128.56051540985993,678.6786102033254,174.72138979667452
974,974,500.0,433.14,123.82591631407482,675.8387959755867,190.44120402441334
975,975,500.0,438.58,120.56145693362798,674.8804555899108,202.27954441008916
976,976,500.0,445.64,113.25242890579025,667.6147606553488,223.6652393446511
977,977,500.0,451.7,107.64420797332261,662.6826476277123,240.71735237228768
978,978,500.0,458.7,98.6269512364847,652.00882442351,265.39117557649
979,979,500.0,464.72,91.37119628309532,643.8075447148668,285.63245528513323
980,980,500.0,470.54,83.69580732190327,634.5837823509305,306.4962176490696
981,981,500.0,476.1,75.70006605016835,624.47212945833,327.7278705416701
982,982,500.0,481.94,65.11885836135002,609.5729623882461,354.30703761175397
983,983,500.0,487.7,52.21277113300543,590.0370314206906,385.3629685793093
984,984,500.0,492.92,37.936488277870325,567.2755170246259,418.5644829753742
985,985,500.0,497.9,14.849242404912419,527.0045151136284,468.79548488637164
986,986,500.0,500.0,0.0,500.0,500.0
987,987,500.0,500.0,0.0,500.0,500.0
988,988,500.0,500.0,0.0,500.0,500.0
989,989,500.0,500.0,0.0,500.0,500.0
990,990,500.0,500.0,0.0,500.0,500.0
991,991,500.0,500.0,0.0,500.0,500.0
992,992,500.0,500.0,0.0,500.0,500.0
993,993,500.0,500.0,0.0,500.0,500.0
994,994,500.0,500.0,0.0,500.0,500.0
995,995,500.0,500.0,0.0,500.0,500.0
996,996,500.0,500.0,0.0,500.0,500.0
997,997,500.0,500.0,0.0,500.0,500.0
998,998,338.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
999,999,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1000,1000,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1001,1001,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1002,1002,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1003,1003,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1004,1004,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1005,1005,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1006,1006,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1007,1007,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1008,1008,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1009,1009,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1010,1010,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1011,1011,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1012,1012,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1013,1013,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1014,1014,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1015,1015,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1016,1016,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1017,1017,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1018,1018,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1019,1019,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1020,1020,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1021,1021,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1022,1022,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1023,1023,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1024,1024,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1025,1025,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1026,1026,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1027,1027,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1028,1028,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1029,1029,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1030,1030,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1031,1031,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1032,1032,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1033,1033,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1034,1034,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1035,1035,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1036,1036,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1037,1037,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1038,1038,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1039,1039,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1040,1040,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1041,1041,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1042,1042,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1043,1043,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1044,1044,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1045,1045,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1046,1046,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1047,1047,500.0,496.76,22.91025971044085,541.664109032464,451.8558909675359
1048,1048,500.0,500.0,0.0,500.0,500.0
1049,1049,500.0,500.0,0.0,500.0,500.0
1050,1050,500.0,500.0,0.0,500.0,500.0
1051,1051,500.0,500.0,0.0,500.0,500.0
1052,1052,500.0,500.0,0.0,500.0,500.0
1053,1053,500.0,500.0,0.0,500.0,500.0
1054,1054,500.0,500.0,0.0,500.0,500.0
1055,1055,500.0,500.0,0.0,500.0,500.0
1056,1056,500.0,500.0,0.0,500.0,500.0
1057,1057,500.0,500.0,0.0,500.0,500.0
1058,1058,494.0,499.88,0.8485281373347126,501.54311514917606,498.21688485082393
1059,1059,369.0,497.26,18.528312587680187,533.5754926718531,460.9445073281468
1060,1060,353.0,494.32,27.550650942342337,548.319275846991,440.320724153009
1061,1061,433.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1062,1062,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1063,1063,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1064,1064,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1065,1065,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1066,1066,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1067,1067,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1068,1068,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1069,1069,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1070,1070,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1071,1071,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1072,1072,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1073,1073,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1074,1074,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1075,1075,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1076,1076,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1077,1077,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1078,1078,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1079,1079,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1080,1080,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1081,1081,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1082,1082,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1083,1083,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1084,1084,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1085,1085,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1086,1086,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1087,1087,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1088,1088,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1089,1089,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1090,1090,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1091,1091,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1092,1092,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1093,1093,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1094,1094,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1095,1095,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1096,1096,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1097,1097,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1098,1098,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1099,1099,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1100,1100,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1101,1101,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1102,1102,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1103,1103,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1104,1104,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1105,1105,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1106,1106,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1107,1107,500.0,492.98,28.866681591798866,549.5586959199258,436.4013040800742
1108,1108,500.0,493.1,28.88347454931049,549.7116101166486,436.4883898833515
1109,1109,500.0,495.72,22.66980370448429,540.1528152607892,451.28718473921083
1110,1110,500.0,498.66,9.47523086789176,517.2314525010679,480.0885474989322
1111,1111,500.0,500.0,0.0,500.0,500.0
1112,1112,500.0,500.0,0.0,500.0,500.0
1113,1113,500.0,500.0,0.0,500.0,500.0
1114,1114,500.0,500.0,0.0,500.0,500.0
